accX,accY,accZ,Behavior
-0.2345,0.0625,0.9847,l
-0.2188,0.0782,0.9847,l
-0.2345,0.0625,0.9534,l
-0.2501,0.0782,0.9534,l
-0.2501,0.0469,0.9534,l
-0.2032,0.0469,0.9847,l
-0.2188,0.0469,0.9847,l
-0.2345,0.0625,0.9691,l
-0.2188,0.0938,0.9847,l
-0.2188,0.0782,0.9847,l
-0.2188,0.0782,1.0003,l
-0.2188,0.0782,1.0003,l
-0.2038,0.0782,0.9853,l
-0.2176,0.0494,0.9559,l
-0.2326,0.0606,0.9534,l
-0.2082,0.0756,0.9666,l
-0.2032,0.0782,0.9691,l
-0.2032,0.0782,0.9928,l
-0.1582,0.1007,1.0116,l
-0.1726,0.0988,1.016,l
-0.1876,0.0838,1.016,l
-0.2063,0.0688,0.9972,l
-0.2101,0.0713,0.9934,l
-0.2032,0.0782,0.9759,l
-0.1882,0.0782,0.9609,l
-0.1788,0.0713,0.9691,l
-0.1876,0.0688,0.9691,l
-0.1932,0.0782,0.9747,l
-0.1982,0.0731,0.9847,l
-0.1876,0.0669,0.9847,l
-0.1876,0.0819,0.9847,l
-0.1969,0.0875,0.9847,l
-0.2319,0.0575,0.9847,l
-0.2188,0.0313,0.9847,l
-0.2188,0.0338,0.9859,l
-0.2188,0.0625,1.0003,l
-0.2188,0.0625,0.9847,l
-0.2032,0.0625,0.9847,l
-0.2032,0.0782,0.9847,l
-0.1719,0.0625,0.9691,l
-0.1876,0.0469,0.9691,l
-0.2188,0.0469,1.0003,l
-0.1719,0.0313,0.9847,l
-0.2032,0.0625,0.9691,l
-0.1876,0.0469,1.0003,l
-0.2032,0.0782,0.9847,l
-0.2032,0.0469,0.9847,l
-0.2032,0.0156,1.0003,l
-0.2032,0.0625,0.9847,l
-0.1719,0.0782,1.0003,l
-0.1876,0.0625,0.9847,l
-0.1876,0.0782,0.9847,l
-0.1876,0.0625,0.9691,l
-0.2188,0,0.9847,l
-0.2032,0,0.9847,l
-0.1876,0.0313,0.9691,l
-0.1563,0.0782,0.9847,l
-0.1563,0.1094,0.9847,l
-0.2032,0.0625,1.0003,l
-0.1563,0.0625,1.0003,l
-0.1876,0.0782,1.016,l
-0.1876,0.0938,0.9691,l
-0.1876,0.0938,0.9841,l
-0.2163,0.065,0.9703,l
-0.1776,0.0625,1.0103,l
-0.1719,0.0625,0.9766,l
-0.1969,0.075,0.9816,l
-0.2151,0.0663,0.9609,l
-0.1963,0.0738,0.9534,l
-0.1769,0.0675,0.9747,l
-0.1819,0.0425,0.9647,l
-0.1782,0.0594,0.9816,l
-0.1807,0.0694,1.0003,l
-0.1876,0.0625,1.0003,l
-0.1876,0.07,0.9778,l
-0.2082,0.0713,0.9534,l
-0.2407,0.0625,0.9534,l
-0.2332,0.0456,0.9591,l
-0.2032,0.0256,0.9841,l
-0.2119,0.0513,1.016,l
-0.2157,0.055,1.0084,l
-0.1657,0.0313,0.9816,l
-0.1957,0.0288,0.9791,l
-0.1601,0.0138,1.0278,l
-0.1913,0.0025,1.0003,l
-0.2345,0.0313,1.0003,l
-0.2188,0.0625,0.9691,l
-0.1738,0.0625,0.9391,l
-0.1863,0.0769,0.9522,l
-0.1601,0.0369,0.9947,l
-0.1957,0.0575,1.0003,l
-0.1907,0.075,0.9753,l
-0.1876,0.0663,1.0047,l
-0.2101,0.04,0.9934,l
-0.2188,0.0313,0.9741,l
-0.2288,0.0213,0.9591,l
-0.2251,0.0438,0.9722,l
-0.2188,0.0538,0.9759,l
-0.2107,0.055,0.9772,l
-0.2107,0.055,0.9847,l
-0.2188,0.04,0.9778,l
-0.2251,0.0375,0.9753,l
-0.2288,0.0469,0.9734,l
-0.2088,0.0469,0.9684,l
-0.2007,0.0469,0.9959,l
-0.2345,0.0431,0.9922,l
-0.2345,0.0406,1.0097,l
-0.2319,0.0832,0.9872,l
-0.2226,0.1038,0.9928,l
-0.2513,0.0663,0.9403,l
-0.2657,0.1094,0.9691,l
-0.2813,0.0313,1.0003,l
-0.2345,0.0469,1.0003,l
-0.2501,0.0156,0.9534,l
-0.2501,0.0156,0.9378,l
-0.2657,0.0156,0.9534,l
-0.2813,0.0156,0.9691,l
-0.2657,0.0782,0.9691,l
-0.2345,0.0782,0.9691,l
-0.2345,0.0782,0.9534,l
-0.2345,0.0156,0.9691,l
-0.2345,0,1.016,l
-0.2657,-0.0156,1.0003,l
-0.2345,0.0625,0.9847,l
-0.2345,0.1094,0.9534,l
-0.2657,0.0938,0.9222,l
-0.2501,0.0313,0.9534,l
-0.2501,-0.0156,0.9847,l
-0.2032,0,1.0472,l
-0.2188,0.0156,0.9847,l
-0.1719,0.0938,0.9378,l
-0.1094,0.1094,1.0628,l
-0.2032,0.0938,0.9847,l
-0.1719,0.1563,1.0003,l
-0.1876,0.1563,0.9691,l
-0.2345,0.1719,0.9065,l
-0.2501,0.1094,0.8753,l
-0.2951,0.0494,0.9353,l
-0.2682,0.0325,1.0241,l
-0.2107,0.045,1.0453,l
-0.1638,0.0469,1.021,l
-0.1688,0.0719,0.9534,l
-0.1719,0.1019,0.9734,l
-0.1944,0.0756,1.0072,l
-0.2032,0.0306,1.0053,l
-0.1832,0.0456,0.9903,l
-0.2001,0.0531,0.9659,l
-0.2013,0.0469,0.9622,l
-0.1957,0.0388,0.9691,l
-0.1957,0.0313,0.9616,l
-0.1944,0.0313,0.9741,l
-0.1969,0.0313,0.9941,l
-0.1876,0.0425,0.9847,l
-0.1876,0.0575,0.9847,l
-0.1963,0.0469,0.9891,l
-0.2188,0.0506,0.9966,l
-0.2126,0.0656,0.9878,l
-0.1901,0.0731,1.0003,l
-0.2088,0.0394,1.0003,l
-0.2501,-0.0144,0.9966,l
-0.2501,0,0.9534,l
-0.2032,0.0156,0.9534,l
-0.1732,0.0907,0.9834,l
-0.2007,0.0794,0.9703,l
-0.2307,0.0506,0.9828,l
-0.2082,0.0338,0.9584,l
-0.2157,0.0563,0.9784,l
-0.2188,0.0506,0.9847,l
-0.1626,0.0919,0.9959,l
-0.1832,0.0775,0.9791,l
-0.2032,0.0625,0.9791,l
-0.2126,0.0531,0.9566,l
-0.2101,0.0556,0.9816,l
-0.2276,0.0706,0.9834,l
-0.2276,0.0857,0.9534,l
-0.2101,0.08,0.9603,l
-0.2063,0.0563,0.9816,l
-0.1876,0.0581,1.0003,l
-0.1926,0.0681,0.9903,l
-0.1944,0.06,0.9734,l
-0.1794,0.09,0.9847,l
-0.2063,0.0782,0.9878,l
-0.2188,0.0832,0.9953,l
-0.2169,0.1057,0.9653,l
-0.2019,0.0782,0.9403,l
-0.1876,0.0782,0.9691,l
-0.2032,0.0625,0.9847,l
-0.2188,0.0469,0.9691,l
-0.1563,0.125,1.0316,l
-0.2188,0.1094,0.9847,l
-0.1876,0.0313,0.9534,l
-0.1563,0.0782,1.0316,l
-0.2032,0.0469,1.0003,l
-0.1719,0.0625,1.016,l
-0.2032,0.0782,0.9691,l
-0.2032,0.0782,0.9534,l
-0.1876,0.0938,0.9534,l
-0.1876,0.0625,1.016,l
-0.1719,0.0782,1.0003,l
-0.1876,0.0469,0.9847,l
-0.1876,0.0625,0.9378,l
-0.2188,0.0782,0.9691,l
-0.2032,0.0469,0.9847,l
-0.2032,0.0782,1.0003,l
-0.1876,0.0625,0.9534,l
-0.1876,0.0625,0.9847,l
-0.2032,0.0782,0.9691,l
-0.1719,0.0782,1.0003,l
-0.1719,0.0782,1.0003,l
-0.1719,0.0625,1.0003,l
-0.1876,0.0782,0.9691,l
-0.2032,0.0625,1.016,l
-0.2032,0.0775,1.0009,l
-0.2032,0.0782,0.9859,l
-0.2032,0.1057,0.9572,l
-0.2163,0.07,0.9403,l
-0.1938,0.075,0.9753,l
-0.1876,0.09,0.9966,l
-0.1763,0.0938,0.9891,l
-0.1932,0.0725,0.9741,l
-0.1832,0.0625,0.9591,l
-0.1907,0.0719,0.9722,l
-0.2032,0.0694,0.9759,l
-0.1869,0.0625,0.9934,l
-0.1644,0.0625,1.0009,l
-0.1701,0.0694,0.9778,l
-0.1813,0.0719,0.9753,l
-0.1719,0.0738,0.9959,l
-0.1869,0.0788,1.0009,l
-0.2101,0.0513,0.9691,l
-0.1838,0.0588,0.9728,l
-0.1688,0.05,0.9847,l
-0.1588,0.06,0.9822,l
-0.1738,0.0488,0.9691,l
-0.1888,0.0625,0.9691,l
-0.2032,0.0625,0.9691,l
-0.1876,0.0625,0.9691,l
-0.1876,0.0469,0.9691,l
-0.2032,0.0625,0.9847,l
-0.1876,0.0469,0.9691,l
-0.2188,0.0625,0.9691,l
-0.2032,0.0625,0.9691,l
-0.1876,0.0313,0.9847,l
-0.1876,0.0469,0.9847,l
-0.1719,0.0156,0.9847,l
-0.2188,0.0782,0.9691,l
-0.2032,0.0782,0.9691,l
-0.1876,0.0625,0.9847,l
-0.1876,0.0782,0.9534,l
-0.1876,0.0469,1.0003,l
-0.1563,0.0782,0.9847,l
-0.1719,0.0625,0.9691,l
-0.1876,0.0782,0.9847,l
-0.1563,0.0782,1.016,l
-0.1563,0.0469,1.0003,l
-0.1876,0.0782,1.0003,l
-0.1876,0.0625,0.9847,l
-0.1876,0.0782,1.0003,l
-0.1876,0.0469,0.9691,l
-0.1876,0.0469,0.9847,l
-0.1719,0.0782,0.9847,l
-0.1876,0.0625,0.9534,l
-0.1876,0.0775,0.9534,l
-0.1876,0.0638,0.9822,l
-0.1601,0.09,0.9984,l
-0.1563,0.0807,0.9872,l
-0.1563,0.0531,0.9722,l
-0.1682,0.0588,0.9809,l
-0.1832,0.04,0.9622,l
-0.1663,0.0525,0.9747,l
-0.1563,0.0725,0.9947,l
-0.1657,0.05,1.0097,l
-0.1719,0.0488,1.0072,l
-0.1719,0.0544,1.0003,l
-0.1644,0.0619,0.9853,l
-0.1563,0.0782,0.9622,l
-0.1626,0.0907,0.9597,l
-0.155,0.115,0.9578,l
-0.13,0.105,0.9778,l
-0.1407,0.0538,1.0585,l
-0.1444,0.0463,1.036,l
-0.1563,0.0938,1.0003,l
-0.1613,0.0913,1.0003,l
-0.1857,0.08,0.9984,l
-0.1769,0.0975,0.9822,l
-0.2345,0.1407,0.9534,l
-0.2657,0.0938,0.9222,l
-0.2657,0.0638,0.9372,l
-0.2801,0.0769,0.9953,l
-0.2676,0.0919,1.0278,l
-0.292,0.0807,1.0185,l
-0.3095,0.0907,0.9659,l
-0.2888,0.1651,0.9534,l
-0.2588,0.1651,0.9084,l
-0.2607,0.135,0.8909,l
-0.3057,0.115,0.9309,l
-0.3564,0.0719,1.0191,l
-0.3664,0.0731,1.0278,l
-0.3432,0.1425,0.9516,l
-0.3357,0.1876,0.8915,l
-0.3507,0.1669,0.9028,l
-0.347,0.1594,0.9503,l
-0.3282,0.1988,0.9297,l
-0.3332,0.1938,0.8797,l
-0.3526,0.145,0.9353,l
-0.3714,0.1563,0.9391,l
-0.3657,0.1532,0.869,l
-0.3933,0.1507,0.9541,l
-0.4026,0.1994,0.8884,l
-0.3751,0.1757,0.9772,l
-0.3751,0.2188,0.8909,l
-0.4064,0.2345,1.0003,l
-0.4533,0.1876,0.9378,l
-0.6096,0.2188,1.0003,l
-0.422,0.3126,0.8284,l
-0.5471,0.3439,0.844,l
-0.4845,0.3126,0.7971,l
-0.4533,0.3439,0.719,l
-0.4376,0.3126,0.719,l
-0.422,0.3282,0.7034,l
-0.422,0.4064,0.7034,l
-0.4064,0.3439,0.6877,l
-0.5002,0.3282,0.9534,l
-0.5314,0.4845,0.8597,l
-0.4376,0.2813,0.7815,l
-0.422,0.3282,0.8909,l
-0.4533,0.2813,0.9378,l
-0.3908,0.3282,0.7971,l
-0.3595,0.2813,0.9065,l
-0.3439,0.297,0.8909,l
-0.3126,0.3126,0.9378,l
-0.297,0.297,0.9222,l
-0.2501,0.3282,0.8753,l
-0.2813,0.3751,0.9065,l
-0.2657,0.3439,1.0003,l
-0.125,0.3126,0.8597,l
-0.2032,0.3282,0.7502,l
-0.2182,0.3282,0.8853,l
-0.1901,0.2851,0.9628,l
-0.1738,0.3364,0.9553,l
-0.1719,0.3832,0.9272,l
-0.2219,0.3282,0.9347,l
-0.2107,0.3245,0.914,l
-0.2032,0.3282,0.9403,l
-0.2138,0.307,0.9322,l
-0.1888,0.327,0.9522,l
-0.1719,0.3251,0.9503,l
-0.0138,0.4483,0.924,l
-0.025,0.4095,0.9065,l
0.0069,0.3908,0.9178,l
0.0269,0.3807,0.9328,l
-0.0113,0.3901,0.9178,l
0,0.4651,0.9103,l
-0.0031,0.447,0.9159,l
-0.0181,0.427,0.8934,l
-0.0294,0.4495,0.9084,l
-0.0156,0.422,0.9184,l
-0.0156,0.422,0.8753,l
0,0.422,0.9065,l
-0.0156,0.4376,0.8753,l
0,0.4689,0.8909,l
0.0156,0.4064,0.8909,l
0,0.4064,0.9065,l
-0.0156,0.4064,0.9065,l
0,0.3595,0.9222,l
0.0313,0.3282,0.9222,l
0.0156,0.3751,0.9534,l
0,0.3751,0.9222,l
-0.0156,0.4376,0.8909,l
-0.0313,0.422,0.9222,l
0,0.422,0.9378,l
0.0313,0.3595,0.9378,l
0.0156,0.3282,0.9534,l
0,0.3751,0.9378,l
-0.0156,0.422,0.9065,l
-0.0156,0.4064,0.9065,l
0,0.4376,0.8909,l
-0.0156,0.422,0.9378,l
0,0.422,0.9222,l
0,0.3126,0.9222,l
-0.0156,0.3439,0.9847,l
-0.0313,0.4064,0.9534,l
-0.0313,0.422,0.9534,l
-0.0313,0.4376,0.8597,l
-0.0163,0.4076,0.9347,l
-0.0444,0.3345,0.9522,l
-0.0469,0.2732,0.9672,l
-0.1719,0.422,0.8909,l
-0.1563,0.3751,0.8909,l
-0.125,0.3282,1.0003,l
-0.125,0.2657,0.9534,l
-0.1094,0.2813,0.9065,l
-0.125,0.3439,0.9378,l
-0.0938,0.4064,0.9222,l
-0.125,0.4533,0.8909,l
-0.1094,0.4533,0.8597,l
-0.0469,0.4845,0.9065,l
-0.0625,0.4376,0.9222,l
-0.0625,0.3908,0.9534,l
-0.0156,0.3595,0.9378,l
-0.0156,0.3126,0.9222,l
-0.0156,0.3439,0.9534,l
-0.0313,0.3282,0.9065,l
0.0313,0.3751,0.9222,l
0.0313,0.3282,0.9534,l
0.0625,0.297,0.9378,l
0.0313,0.2813,0.9691,l
0.0156,0.2813,0.9691,l
0.0469,0.3439,0.9378,l
0.0313,0.3908,0.9222,l
0.0313,0.4058,0.9372,l
0.0313,0.3632,0.9378,l
0.0313,0.3182,0.9653,l
0.0181,0.2863,0.9297,l
0.0156,0.2438,0.9472,l
0.0156,0.2938,0.9534,l
0.0269,0.3351,0.9534,l
0.0206,0.3439,0.9428,l
0.0256,0.3739,0.9378,l
0.0219,0.3626,0.9566,l
0.0244,0.3176,0.9778,l
0.0313,0.2888,0.9847,l
0.0313,0.2888,0.9547,l
0.0381,0.3038,0.9359,l
0.0406,0.3126,0.9347,l
0.0313,0.3126,0.9178,l
0.0363,0.3126,0.9328,l
0.0338,0.3082,0.9309,l
0.0075,0.297,0.9534,l
0.0313,0.3001,0.9566,l
0.0313,0.3101,0.9666,l
0.0294,0.3007,0.9572,l
0.0144,0.3282,0.9822,l
0,0.3282,0.9534,l
0.0156,0.3751,0.9065,l
0.0313,0.3439,0.9378,l
0.0156,0.3595,0.9378,l
0.0156,0.3439,0.9065,l
0.0156,0.3126,0.9691,l
0.0313,0.3439,0.9691,l
0.0313,0.3439,0.9378,l
0.0156,0.3595,0.9534,l
0,0.3595,0.9222,l
0,0.3439,0.9222,l
0,0.3439,0.9378,l
0,0.3595,0.9378,l
0,0.3751,0.9534,l
-0.0156,0.4376,0.9065,l
-0.0156,0.4064,0.9378,l
-0.0156,0.3908,0.9534,l
0.0156,0.3439,0.9222,l
0,0.3439,0.9534,l
-0.0313,0.3282,0.9222,l
-0.0313,0.3439,0.9534,l
-0.0313,0.3439,0.9222,l
-0.0313,0.3439,0.9534,l
-0.0469,0.3595,0.8909,l
-0.0469,0.3908,0.9065,l
-0.0469,0.3908,0.9378,l
-0.0469,0.3751,0.9378,l
-0.0319,0.4051,0.9678,l
-0.0456,0.3776,0.9403,l
-0.0469,0.3889,0.924,l
-0.0338,0.3645,0.9353,l
-0.0438,0.397,0.9378,l
-0.0588,0.3826,0.9497,l
-0.04,0.3864,0.9422,l
-0.0313,0.3695,0.9591,l
-0.0313,0.3295,0.9591,l
-0.0313,0.3126,0.9628,l
-0.04,0.3126,0.9516,l
-0.0469,0.3289,0.9541,l
-0.0469,0.3289,0.9616,l
-0.0538,0.3264,0.9534,l
-0.0625,0.3439,0.9284,l
-0.0569,0.3551,0.9134,l
-0.0419,0.3651,0.9484,l
-0.0356,0.3439,0.9334,l
-0.0394,0.3514,0.9297,l
-0.0188,0.3689,0.9534,l
-0.0313,0.3464,0.9534,l
-0.0313,0.3576,0.9497,l
-0.0325,0.3426,0.9247,l
-0.0469,0.3282,0.9534,l
0,0.3439,0.9378,l
-0.015,0.3439,0.9528,l
0.0131,0.3295,0.9391,l
-0.0256,0.3282,0.9516,l
-0.005,0.3414,0.9534,l
-0.0125,0.3564,0.9534,l
-0.0038,0.3595,0.9534,l
0.0113,0.3707,0.9534,l
0.0156,0.3751,0.9428,l
0.0156,0.3651,0.9278,l
0.0156,0.3595,0.9315,l
0.0069,0.377,0.929,l
0.0081,0.3745,0.9222,l
0.0156,0.3445,0.9297,l
0.0156,0.3351,0.9447,l
0.0156,0.3439,0.9409,l
0.0213,0.3664,0.9278,l
0.0263,0.4114,0.9278,l
0.02,0.422,0.9065,l
0.0313,0.4183,0.9103,l
0.0281,0.4033,0.9222,l
0.0256,0.3882,0.9222,l
0.0725,0.3732,0.9222,l
0.0313,0.362,0.9222,l
0.0313,0.3908,0.9222,l
0.0313,0.3751,0.9222,l
0.0625,0.3439,0.9534,l
0.0782,0.3439,0.9222,l
0.0938,0.3595,0.9534,l
0.0938,0.3595,0.9065,l
0.0782,0.3595,0.9065,l
0.0782,0.3751,0.9222,l
0.0469,0.3595,0.9065,l
0.1094,0.3595,0.9378,l
0.0782,0.3282,0.9378,l
0.125,0.3751,0.9222,l
0.0938,0.3595,0.9222,l
0.0938,0.3282,0.9534,l
0.1094,0.3282,0.9222,l
0.0625,0.2657,0.9534,l
0.0625,0.2345,0.9378,l
0.0938,0.2345,0.9847,l
0.0782,0.2813,0.9534,l
0.0938,0.297,0.9691,l
0.0625,0.2657,0.9691,l
0.0469,0.2345,0.9534,l
0.0625,0.2345,1.0003,l
0.0469,0.2501,0.9847,l
0.0469,0.2813,1.0003,l
0.0469,0.1719,0.9691,l
0.0469,0.2032,0.9691,l
0.0169,0.1882,1.0141,l
0.0156,0.1732,0.9584,l
-0.0119,0.1444,0.9947,l
0.0106,0.1407,1.0003,l
0.0031,0.1657,1.0003,l
-0.0119,0.1601,1.0003,l
-0.0269,0.145,0.9891,l
-0.0206,0.1194,0.9953,l
-0.0256,0.1294,0.9903,l
-0.0406,0.1125,0.9847,l
-0.0381,0.1288,0.9759,l
-0.0394,0.1482,0.9772,l
-0.0469,0.1332,0.9922,l
-0.0606,0.1113,0.9934,l
-0.0844,0.1063,0.9909,l
-0.0882,0.1194,1.0003,l
-0.0882,0.1044,0.9953,l
-0.105,0.1025,0.9891,l
-0.0975,0.125,1.0003,l
-0.1125,0.1282,0.9972,l
-0.125,0.1407,0.9847,l
-0.125,0.1425,0.9866,l
-0.1263,0.1538,0.9978,l
-0.1407,0.125,0.9691,l
-0.1563,0.1094,0.9691,l
-0.1263,0.0944,0.9991,l
-0.1394,0.0938,1.0147,l
-0.1407,0.0938,1.016,l
-0.1669,0.1332,0.9897,l
-0.1719,0.1282,1.0097,l
-0.1838,0.125,0.9922,l
-0.1876,0.1588,0.9959,l
-0.2088,0.1613,0.9897,l
-0.1988,0.1563,0.9547,l
-0.1876,0.1469,0.9659,l
-0.1876,0.1407,0.9672,l
-0.1876,0.1407,0.9616,l
-0.1801,0.1557,0.9766,l
-0.1788,0.1582,0.9778,l
-0.1813,0.1532,0.9753,l
-0.1663,0.1719,0.9847,l
-0.1613,0.1719,0.9697,l
-0.1719,0.1719,0.9509,l
-0.1719,0.1719,0.9809,l
-0.1751,0.1688,0.9691,l
-0.1801,0.1563,0.9741,l
-0.1407,0.1544,0.9984,l
-0.1419,0.1419,0.9847,l
-0.1563,0.1563,0.9847,l
-0.125,0.1563,1.0003,l
-0.1094,0.1563,0.9691,l
-0.1094,0.1407,0.9691,l
-0.1094,0.1563,1.0003,l
-0.125,0.1563,0.9847,l
-0.0938,0.1407,0.9534,l
-0.0782,0.1407,0.9847,l
-0.0782,0.1407,0.9534,l
-0.0625,0.1563,1.016,l
-0.0938,0.1563,0.9847,l
-0.0782,0.1563,0.9691,l
-0.0782,0.1563,0.9847,l
-0.0625,0.1563,1.016,l
-0.0938,0.1407,0.9691,l
-0.0469,0.1407,1.0003,l
-0.0469,0.1563,1.0003,l
-0.0313,0.1719,1.0003,l
-0.0313,0.1876,1.0003,l
-0.0313,0.1719,1.0003,l
-0.0313,0.1563,0.9847,l
-0.0156,0.2032,1.0003,l
-0.0313,0.2188,0.9847,l
-0.0469,0.1876,0.9847,l
-0.0156,0.2032,0.9847,l
0,0.2032,0.9534,l
0.0156,0.2032,1.0003,l
-0.0144,0.2182,0.9553,l
0.0131,0.2188,0.9822,l
0.0156,0.2188,0.9709,l
0.0025,0.2319,0.9559,l
0.0125,0.247,0.9534,l
0.0394,0.2501,0.9653,l
0.0131,0.2726,0.9466,l
0,0.2601,0.9591,l
0,0.2601,0.9691,l
0,0.2657,0.9784,l
0,0.2482,0.9672,l
-0.0081,0.2751,0.9616,l
-0.0156,0.3051,0.9541,l
-0.0019,0.2763,0.9447,l
0.0156,0.2563,0.9534,l
0.0044,0.2657,0.9534,l
-0.0156,0.2707,0.9534,l
-0.0069,0.2901,0.9578,l
0.0119,0.3126,0.9653,l
0,0.3001,0.9566,l
0,0.2626,0.9666,l
-0.0019,0.3245,0.9516,l
-0.0156,0.2982,0.9391,l
-0.0156,0.3126,0.9534,l
-0.0156,0.2813,0.9534,l
-0.0306,0.2813,0.9684,l
-0.0313,0.3101,0.9691,l
-0.0588,0.3126,0.9416,l
-0.0888,0.3126,0.9378,l
-0.1063,0.3001,0.9378,l
-0.0857,0.297,0.9497,l
-0.0894,0.297,0.9759,l
-0.1257,0.3076,0.9634,l
-0.1307,0.3226,0.9634,l
-0.1532,0.3095,0.9503,l
-0.1719,0.3232,0.9641,l
-0.1963,0.3439,0.9603,l
-0.2188,0.3289,0.9303,l
-0.2326,0.3195,0.929,l
-0.2501,0.3407,0.9315,l
-0.2557,0.3651,0.9165,l
-0.2757,0.3601,0.9215,l
-0.2926,0.3326,0.9359,l
-0.2963,0.3439,0.8909,l
-0.3345,0.3501,0.894,l
-0.3045,0.3726,0.9015,l
-0.342,0.3614,0.8772,l
-0.3282,0.3751,0.8897,l
-0.3282,0.3751,0.8753,l
-0.3282,0.3595,0.9065,l
-0.3126,0.3751,0.8753,l
-0.3282,0.422,0.9065,l
-0.2813,0.4064,0.844,l
-0.2657,0.4064,0.8753,l
-0.2032,0.4064,0.8909,l
-0.1719,0.4064,0.9065,l
-0.1563,0.4376,0.9222,l
-0.1094,0.4376,0.8909,l
-0.0782,0.4376,0.8909,l
-0.0313,0.4533,0.8753,l
-0.0156,0.422,0.8597,l
0.0782,0.4376,0.9065,l
0.0625,0.4533,0.8753,l
0.1094,0.4376,0.8597,l
0.1719,0.4064,0.844,l
0.2032,0.4689,0.844,l
0.2345,0.4376,0.8909,l
0.2657,0.4845,0.8597,l
0.2813,0.4845,0.7971,l
0.2657,0.422,0.7815,l
0.3126,0.4064,0.7971,l
0.3282,0.4064,0.844,l
0.3282,0.422,0.844,l
0.3751,0.4064,0.7971,l
0.3595,0.422,0.844,l
0.3595,0.407,0.859,l
0.3451,0.4208,0.9028,l